timestamp,temperature (Â°C),humidity (%),pressure (hPa),rssi,acceleration x,acceleration y,acceleration z,voltage,movement counter,measurement sequence number
2020-11-29T18:31:23+0100,19.89,27.7925,909.23,-80,0.004,-0.004,1.056,3.001,245,10226
2020-11-29T18:31:24+0100,19.89,27.7925,909.23,-65,0.008,-0.004,1.056,3.001,245,10227
2020-11-29T18:31:26+0100,19.89,27.7925,909.24,-56,0.008,-0.004,1.048,3.001,245,10229
2020-11-29T18:31:27+0100,19.89,27.7925,909.24,-64,0.004,-0.008,1.056,3.001,245,10230
2020-11-29T18:31:31+0100,19.89,27.7925,909.23,-81,0.004,-0.008,1.052,3.001,245,10233
2020-11-29T18:31:32+0100,19.89,27.7925,909.23,-64,0.008,0.0,1.06,3.001,245,10234
2020-11-29T18:31:34+0100,19.89,27.805,909.23,-59,0.004,-0.004,1.056,3.001,245,10235
2020-11-29T18:31:35+0100,19.9,27.7925,909.24,-58,0.008,-0.008,1.068,3.001,245,10236
2020-11-29T18:31:36+0100,19.9,27.805,909.24,-62,0.008,-0.004,1.052,2.995,245,10237
2020-11-29T18:31:37+0100,19.9,27.805,909.24,-65,0.004,-0.004,1.06,2.995,245,10238
2020-11-29T18:31:39+0100,19.9,27.805,909.24,-58,0.0,0.0,1.06,2.995,245,10239
2020-11-29T18:31:46+0100,19.9,27.8175,909.24,-60,0.004,-0.008,1.06,2.995,245,10245
2020-11-29T18:31:48+0100,19.9,27.8175,909.24,-79,0.004,0.004,1.048,2.989,245,10246
2020-11-29T18:31:49+0100,19.9,27.805,909.25,-59,0.008,-0.004,1.056,2.989,245,10247
2020-11-29T18:31:50+0100,19.9,27.8175,909.24,-64,0.004,-0.004,1.056,2.989,245,10248
2020-11-29T18:31:53+0100,19.9,27.805,909.24,-60,0.008,-0.008,1.056,2.989,245,10250
2020-11-29T18:32:01+0100,19.9,27.8175,909.24,-58,0.004,-0.008,1.052,2.995,245,10256
2020-11-29T18:32:02+0100,19.9,27.805,909.25,-81,0.004,-0.008,1.056,2.995,245,10257
2020-11-29T18:32:03+0100,19.9,27.8175,909.24,-57,0.004,-0.008,1.052,2.995,245,10258
2020-11-29T18:32:06+0100,19.9,27.805,909.24,-57,0.008,0.004,1.056,2.995,245,10260
2020-11-29T18:32:07+0100,19.9,27.8175,909.24,-58,0.004,0.0,1.06,2.995,245,10261
2020-11-29T18:32:08+0100,19.9,27.8175,909.24,-82,0.008,-0.012,1.052,2.995,245,10262
2020-11-29T18:32:09+0100,19.9,27.84,909.24,-56,0.008,-0.008,1.06,2.995,245,10263
2020-11-29T18:32:11+0100,19.9,27.805,909.24,-60,0.008,-0.004,1.052,2.995,245,10264
2020-11-29T18:32:16+0100,19.9,27.8175,909.25,-57,0.008,0.0,1.056,2.995,245,10268
2020-11-29T18:32:17+0100,19.9,27.83,909.25,-62,0.004,0.0,1.056,2.995,245,10269
2020-11-29T18:32:18+0100,19.9,27.84,909.25,-53,0.0,-0.012,1.052,2.995,245,10270
2020-11-29T18:32:20+0100,19.9,27.83,909.26,-62,0.008,0.0,1.048,2.995,245,10271
2020-11-29T18:32:22+0100,19.9,27.8175,909.25,-60,0.008,0.0,1.056,2.989,245,10273
2020-11-29T18:32:25+0100,19.9,27.8175,909.25,-56,0.004,-0.008,1.048,2.989,245,10275
2020-11-29T18:32:26+0100,19.9,27.8175,909.24,-58,0.008,-0.004,1.06,2.989,245,10276
2020-11-29T18:32:27+0100,19.9,27.8075,909.25,-57,0.004,-0.004,1.056,2.989,245,10277
2020-11-29T18:32:29+0100,19.9,27.83,909.25,-81,0.0,-0.008,1.06,2.989,245,10278
2020-11-29T18:32:31+0100,19.91,27.8175,909.25,-56,0.004,-0.004,1.052,2.989,245,10280
2020-11-29T18:32:33+0100,19.91,27.83,909.26,-57,0.004,-0.008,1.056,2.989,245,10281
2020-11-29T18:32:34+0100,19.91,27.8175,909.26,-55,-0.004,-0.008,1.056,2.989,245,10282
2020-11-29T18:32:35+0100,19.91,27.8175,909.26,-58,0.008,-0.004,1.056,2.989,245,10283
2020-11-29T18:32:37+0100,19.91,27.8175,909.26,-56,0.0,-0.004,1.06,2.989,245,10284
2020-11-29T18:32:38+0100,19.91,27.8175,909.26,-56,0.008,-0.004,1.056,2.989,245,10285
2020-11-29T18:32:39+0100,19.91,27.8175,909.26,-60,0.012,0.004,1.056,2.989,245,10286
2020-11-29T18:32:43+0100,19.91,27.83,909.25,-76,-0.076,0.004,1.056,2.989,246,10289
2020-11-29T18:32:44+0100,19.91,27.84,909.25,-61,-0.068,-0.004,1.056,2.989,246,10290
2020-11-29T18:47:35+0100,20.04,27.8375,909.38,-56,-0.056,-0.008,1.056,2.989,249,10986
2020-11-29T18:47:36+0100,20.04,27.85,909.37,-59,-0.056,-0.008,1.06,2.995,249,10987
2020-11-29T18:47:37+0100,20.04,27.85,909.38,-59,-0.052,-0.012,1.052,2.995,249,10988
2020-11-29T18:47:41+0100,20.04,27.85,909.38,-61,-0.056,-0.012,1.052,2.995,249,10991
2020-11-29T18:47:44+0100,20.04,27.86,909.38,-62,-0.06,-0.008,1.06,2.995,249,10993
